Apaf_0,100000.0,83310.9349382,13835.8440153
BAR_0,1000.0,1043.47928273,1375.79819213
Bad_0,1000.0,1051.26954004,854.952977928
Bak_0,20000.0,18750.3084217,26557.359702
Bax_0,80000.0,94106.200885,44013.1081647
Bcl2_0,20000.0,20530.3798986,3486.0708002
BclxL_0,20000.0,23917.9788143,1008.20855665
Bid_0,40000.0,35655.9302398,22233.561475
C3_0,10000.0,9513.81987562,8530.48398072
C6_0,10000.0,8209.44950453,4232.68178282
C8_0,20000.0,18164.9654502,13272.7349344
C9_0,100000.0,101317.02238,23329.4366655
CytoC_0,500000.0,557472.989964,308050.335728
L_0,3000,3249.27691552,2651.10086831
Mcl1_0,20000.0,15833.9564388,14031.5479177
NOXA_0,1000.0,998.468720817,1712.55195112
PARP_0,1000000.0,1375591.42917,2050676.5278
R_0,200,201.994841151,398.069200365
Smac_0,100000.0,113360.251633,108543.307701
XIAP_0,100000.0,108530.339123,29701.3378062
flip_0,100.0,99.038347367,93.7658551563
kapafc9f,5e-08,3.49313007028e-08,5.52970614537e-08
kapafc9r,0.001,0.000662361645572,0.00114934251549
kapopc3c,1.0,0.933284876302,1.61628244881
kapopc3f,5e-09,4.51495153114e-09,1.62690409293e-10
kapopc3r,0.001,0.00110517902032,0.000664056994756
kapopxiapf,2e-06,2.03220195458e-06,6.50638676376e-06
kapopxiapr,0.001,0.000698608533452,4.35259496834e-05
kbadbcl2f,1.428571e-05,5.2269314055e-05,8.28364843837e-07
kbadbcl2r,0.001,0.000190376204764,0.0174050701915
kbadbclxlf,1.428571e-05,1.2272141808e-05,1.88736163732e-07
kbadbclxlr,0.001,0.00343329128748,0.139601950688
kbakcytocMCc,10.0,8.85697848381,0.827988355044
kbakcytocMCf,2.857143e-05,2.38376330874e-05,0.000543427971501
kbakcytocMCr,0.001,0.00122163207052,0.00112035570773
kbakdimf,0.0002040816,3.83546959468e-07,3.91309080106e-06
kbakdimr,0.001,0.000620604779278,58.5683020547
kbaksmacCAc,10.0,11.0117538876,12.2535705283
kbaksmacCAf,2.857143e-05,3.38097235502e-05,1.86427516308e-05
kbaksmacCAr,0.001,0.00112907747062,0.000948365107742
kbaktetf,0.0002040816,4.50858090679e-06,1.85414617249e-07
kbaktetr,0.001,0.00014110340569,5.6833953652e-06
kbaktrimf,0.0002040816,0.000111376758358,2.48949399898e-05
kbaktrimr,0.001,9.37383680744e-05,2.68205168751e-05
kbarc8f,1e-06,1.17189114938e-06,6.80987070166e-07
kbarc8r,0.001,0.00117187971403,0.00185108424202
kbaxCbaxMf,0.01,4.93018555477e-06,4.1629336419e-05
kbaxCbaxMr,0.01,0.00226675397815,0.000238588142519
kbaxcytocMCc,10.0,8.44202176873,7.96386355677
kbaxcytocMCf,2.857143e-05,2.38644247718e-05,3.30518877346e-05
kbaxcytocMCr,0.001,0.000971348999146,0.00103723341039
kbaxdimf,0.0002040816,0.000183425156875,0.0589013391707
kbaxdimr,0.001,1.24635646957e-05,2.95720737936e-07
kbaxsmacCAc,10.0,8.15558627691,11.2277941269
kbaxsmacCAf,2.857143e-05,2.08236299738e-05,2.95404904233e-05
kbaxsmacCAr,0.001,0.00100716416865,0.000545573779307
kbaxtetf,0.0002040816,1.04410944713e-05,2.01225607167e-06
kbaxtetr,0.001,0.00198607646434,0.0372600640801
kbaxtrimf,0.0002040816,0.000747224947474,0.0376276728211
kbaxtrimr,0.001,0.000107177579997,8.63246315597e-07
kbclxlCbclxlMf,0.01,0.00950304172063,0.397090216337
kbclxlCbclxlMr,0.01,0.0044178232653,5.30309353016e-05
kbidTbidMf,0.01,0.125761900917,0.0274908805689
kbidTbidMr,0.01,0.106222436599,0.880477269989
kbidbcl2f,1.428571e-05,3.35074368153e-06,3.95190771373e-09
kbidbcl2r,0.001,0.000590162307534,0.0888619376889
kbidbclxlf,1.428571e-05,8.77634350265e-06,6.77642494916e-05
kbidbclxlr,0.001,0.00293024965232,9.81884945777e-05
kbidmbaxc,1.0,0.0323275270812,0.00499940011554
kbidmbaxf,1e-07,2.43284875822e-09,1.12922409115e-08
kbidmbaxr,0.001,0.000885115604093,1.44224785838e-05
kbidtbakc,1.0,0.554990017366,0.00255709486097
kbidtbakf,1e-07,5.35220906927e-08,2.40092487964e-06
kbidtbakr,0.001,0.000432207198403,9.40005969233e-06
kbidtbaxc,1.0,2.6967698209,0.616866928699
kbidtbaxf,1e-07,1.0275330235e-06,3.26914009789e-08
kbidtbaxr,0.001,0.000788813192511,0.000256242153787
kc3c6c,1.0,0.818341623193,1.24733188586
kc3c6f,1e-06,1.7378137844e-06,1.16401069601e-06
kc3c6r,0.001,0.0010166387087,0.000341659674248
kc3parpc,1.0,1.05242450107,0.474709867154
kc3parpf,1e-06,1.67082461786e-06,1.59327754997e-06
kc3parpr,0.01,0.01040622271,0.00113244616134
kc6c8c,1.0,0.879478376655,1.38662228472
kc6c8f,3e-08,4.46077308683e-08,3.98815931804e-08
kc6c8r,0.001,0.00108740644741,0.00119312989077
kc8bidc,1.0,0.0442425189943,0.325300893929
kc8bidf,1e-06,3.65970285106e-07,1.09810963953e-07
kc8bidr,0.001,0.000669418272363,4.70269612149e-06
kc8c3c,1.0,0.744533433162,0.43625278157
kc8c3f,1e-07,1.68230408749e-07,3.03373350958e-07
kc8c3r,0.001,0.00121402724724,0.00106194631867
kcytocCapafc,1.0,0.908848362032,1.06101073315
kcytocCapaff,5e-07,3.50460079951e-07,3.88609563674e-07
kcytocCapafr,0.001,0.00086675056376,0.0014298176346
kcytocCcytoAf,0.01,0.00684185933887,0.00776381196079
kcytocCcytoAr,0.01,0.0107576413385,0.0149565613176
kdiscc8c,1.0,0.811884795234,1.06138966753
kdiscc8f,1e-06,8.76224325873e-07,1.04124975976e-06
kdiscc8r,0.001,0.00107947997256,0.00142746504589
kflipdiscf,1e-06,7.86921054952e-07,5.35833839903e-07
kflipdiscr,0.001,0.0010797227363,0.00145365619168
klrc,1e-05,8.99380870746e-06,7.79705565568e-06
klrf,4e-07,2.67744187631e-07,1.64970301591e-07
klrr,0.001,0.000893226934183,9.17433246872e-05
knoxabclxlf,1.428571e-05,1.09492477461e-05,0.000300774498482
knoxabclxlr,0.001,0.00050107629294,3.30264820461e-06
knoxamcl1f,1.428571e-05,1.95736666203e-06,2.04333249737e-09
knoxamcl1r,0.001,0.00855322989988,0.00132040329235
ksmacCsmacAf,0.01,0.00818691715611,0.0397706360243
ksmacCsmacAr,0.01,0.00835564832635,0.0390366459465
ksmacxiapf,7e-06,8.09268455777e-06,5.49118659749e-09
ksmacxiapr,0.001,0.000931255014394,0.00282932185104
kxiapc3c,0.1,0.112914439962,0.246390567799
kxiapc3f,2e-06,1.15658454256e-06,1.67182793534e-06
kxiapc3r,0.001,0.00106229389317,0.00118218894399
